Date,Close,Position,Trade,Shares,Cash,Portfolio_Value,Returns,Cumulative_Returns,BuyHold_Value,BuyHold_Returns,BuyHold_Cumulative
2024-04-08,172.97999572753906,0,0.0,0.0,100000.0,100000.0,0.0,0.0,69632.07350557137,0.04899940648952894,-0.3036792649442862
2024-04-09,176.8800048828125,0,0.0,0.0,100000.0,100000.0,0.0,0.0,71201.99910899285,0.02254601255405486,-0.28798000891007136
2024-04-10,171.75999450683594,0,0.0,0.0,100000.0,100000.0,0.0,0.0,69140.96923470126,-0.028946236061949016,-0.30859030765298723
2024-04-11,174.60000610351562,0,0.0,0.0,100000.0,100000.0,0.0,0.0,70284.19909446008,0.01653476762638495,-0.297158009055399
2024-04-12,171.0500030517578,0,0.0,0.0,100000.0,100000.0,0.0,0.0,68855.16637651299,-0.020332204625772454,-0.31144833623487
2024-04-15,161.47999572753906,0,0.0,0.0,100000.0,100000.0,0.0,0.0,65002.816567819085,-0.05594859487563408,-0.3499718343218091
2024-04-16,157.11000061035156,0,0.0,0.0,100000.0,100000.0,0.0,0.0,63243.70089702049,-0.027062145360474688,-0.36756299102979506
2024-04-17,155.4499969482422,0,0.0,0.0,100000.0,100000.0,0.0,0.0,62575.47624749754,-0.010565868854054195,-0.3742452375250246
2024-04-18,149.92999267578125,0,0.0,0.0,100000.0,100000.0,0.0,0.0,60353.43119752258,-0.03550983840996058,-0.3964656880247742
2024-04-19,147.0500030517578,0,0.0,0.0,100000.0,100000.0,0.0,0.0,59194.10841946474,-0.01920889591618491,-0.4080589158053526
2024-04-22,142.0500030517578,0,0.0,0.0,100000.0,100000.0,0.0,0.0,57181.388011746356,-0.03400203941675628,-0.4281861198825364
2024-04-23,144.67999267578125,0,0.0,0.0,100000.0,100000.0,0.0,0.0,58240.07476941827,0.018514534090261048,-0.4175992523058172
2024-04-24,162.1300048828125,0,0.0,0.0,100000.0,100000.0,0.0,0.0,65264.47390622362,0.12061109407252757,-0.3473552609377637
2024-04-25,170.17999267578125,0,0.0,0.0,100000.0,100000.0,0.0,0.0,68504.94884878203,0.04965143743002587,-0.31495051151217957
2024-04-26,168.2899932861328,0,0.0,0.0,100000.0,100000.0,0.0,0.0,67744.14078035789,-0.011105884774887609,-0.322558592196421
2024-04-29,194.0500030517578,0,0.0,0.0,100000.0,100000.0,0.0,0.0,78113.68025201756,0.1530691710339953,-0.2188631974798244
2024-04-30,183.27999877929688,0,0.0,0.0,100000.0,100000.0,0.0,0.0,73778.27877393829,-0.05550118063944742,-0.262217212260617
2024-05-01,179.99000549316406,0,0.0,0.0,100000.0,100000.0,0.0,0.0,72453.9114482871,-0.017950640048260635,-0.275460885517129
2024-05-02,180.00999450683594,0,0.0,0.0,100000.0,100000.0,0.0,0.0,72461.9579074366,0.0001110562423569661,-0.27538042092563386
2024-05-03,181.19000244140625,0,0.0,0.0,100000.0,100000.0,0.0,0.0,72936.96311767247,0.006555235656793057,-0.2706303688232752
2024-05-06,184.75999450683594,0,0.0,0.0,100000.0,100000.0,0.0,0.0,74374.04229476907,0.019703030064167848,-0.2562595770523092
2024-05-07,177.80999755859375,0,0.0,0.0,100000.0,100000.0,0.0,0.0,71576.36215650757,-0.03761635178001155,-0.2842363784349241
2024-05-08,174.72000122070312,0,0.0,0.0,100000.0,100000.0,0.0,0.0,70332.50241869804,-0.017378079862311657,-0.2966749758130194
2024-05-09,171.97000122070312,0,0.0,0.0,100000.0,100000.0,0.0,0.0,69225.50619445294,-0.01573946875450294,-0.30774493805547043
2024-05-10,168.47000122070312,0,0.0,0.0,100000.0,100000.0,0.0,0.0,67816.60190905008,-0.02035238689978347,-0.3218339809094991
2024-05-13,171.88999938964844,0,0.0,0.0,100000.0,100000.0,0.0,0.0,69193.30193084922,0.02030033919489882,-0.30806698069150773
2024-05-14,177.5500030517578,0,0.0,0.0,100000.0,100000.0,0.0,0.0,71471.70290654688,0.03292805679333899,-0.28528297093453114
2024-05-15,173.99000549316406,0,0.0,0.0,100000.0,100000.0,0.0,0.0,70038.64695902503,-0.02005067585133158,-0.2996135304097496
2024-05-16,174.83999633789062,0,0.0,0.0,100000.0,100000.0,0.0,0.0,70380.80574293602,0.004885285464054645,-0.29619194257063974
2024-05-17,177.4600067138672,0,0.0,0.0,100000.0,100000.0,0.0,0.0,71435.4754133684,0.014985188920464187,-0.2856452458663159
2024-05-20,174.9499969482422,0,0.0,0.0,100000.0,100000.0,0.0,0.0,70425.08583759924,-0.01414408695291025,-0.29574914162400756
2024-05-21,186.60000610351562,0,0.0,0.0,100000.0,100000.0,0.0,0.0,75114.7280729842,0.0665905079079252,-0.24885271927015795
2024-05-22,180.11000061035156,0,0.0,0.0,100000.0,100000.0,0.0,0.0,72502.21477252507,-0.03478030697149992,-0.27497785227474925
2024-05-23,173.74000549316406,0,0.0,0.0,100000.0,100000.0,0.0,0.0,69938.01093863911,-0.035367248323808,-0.30061989061360883
2024-05-24,179.24000549316406,0,0.0,0.0,100000.0,100000.0,0.0,0.0,72152.00338712934,0.03165649721483654,-0.2784799661287065
2024-05-28,176.75,0,0.0,0.0,100000.0,100000.0,0.0,0.0,71149.6664128449,-0.01389201861667555,-0.28850333587155086
2024-05-29,176.19000244140625,0,0.0,0.0,100000.0,100000.0,0.0,0.0,70924.24270995408,-0.0031683030189180172,-0.2907575729004591
2024-05-30,178.7899932861328,0,0.0,0.0,100000.0,100000.0,0.0,0.0,71970.8536365665,0.014756744473008565,-0.28029146363433477
2024-05-31,178.0800018310547,0,0.0,0.0,100000.0,100000.0,0.0,0.0,71685.05077837822,-0.003971091681523098,-0.28314949221621766
2024-06-03,176.2899932861328,0,0.0,0.0,100000.0,100000.0,0.0,0.0,70964.49343270731,-0.0100517100545634,-0.2903550656729268
2024-06-04,174.77000427246094,0,0.0,0.0,100000.0,100000.0,0.0,0.0,70352.63085124228,-0.008622094682395387,-0.2964736914875771
2024-06-05,175.0,0,0.0,0.0,100000.0,100000.0,0.0,0.0,70445.21427014346,0.0013159908560766986,-0.29554785729856536
2024-06-06,177.94000244140625,0,0.0,0.0,100000.0,100000.0,0.0,0.0,71628.69485265552,0.016800013950893034,-0.2837130514734447
2024-06-07,177.47999572753906,0,0.0,0.0,100000.0,100000.0,0.0,0.0,71443.52187251793,-0.0025851787543874627,-0.28556478127482054
2024-06-10,173.7899932861328,0,0.0,0.0,100000.0,100000.0,0.0,0.0,69958.13322884812,-0.020791089307163446,-0.3004186677115186
2024-06-11,170.66000366210938,0,0.0,0.0,100000.0,100000.0,0.0,0.0,68698.17443040435,-0.018010183238054256,-0.3130182556959563
2024-06-12,177.2899932861328,0,0.0,0.0,100000.0,100000.0,0.0,0.0,71367.03751425099,0.038849112163094945,-0.2863296248574899
2024-06-13,182.47000122070312,0,0.0,0.0,100000.0,100000.0,0.0,0.0,73452.21905066154,0.029217711832219218,-0.2654778094933843
2024-06-14,178.00999450683594,0,0.0,0.0,100000.0,100000.0,0.0,0.0,71656.86974434926,-0.024442410719735963,-0.28343130255650717
2024-06-17,187.44000244140625,0,0.0,0.0,100000.0,100000.0,0.0,0.0,75452.86362732045,0.052974598199923895,-0.24547136372679534
2024-06-18,184.86000061035156,0,0.0,0.0,100000.0,100000.0,0.0,0.0,74414.29915985753,-0.013764414198944475,-0.25585700840142445
2024-06-20,181.57000732421875,0,0.0,0.0,100000.0,100000.0,0.0,0.0,73089.93183420633,-0.017797215597047833,-0.26910068165793644
2024-06-21,183.00999450683594,0,0.0,0.0,100000.0,100000.0,0.0,0.0,73669.59015206763,0.00793075466503601,-0.26330409847932346
2024-06-24,182.5800018310547,0,0.0,0.0,100000.0,100000.0,0.0,0.0,73496.49914532476,-0.0023495584322591467,-0.2650350085467521
2024-06-25,187.35000610351562,0,0.0,0.0,100000.0,100000.0,0.0,0.0,75416.63613414197,0.026125557150967316,-0.2458336386585801
2024-06-26,196.3699951171875,0,0.0,0.0,100000.0,100000.0,0.0,0.0,79047.57932718458,0.04814512260377568,-0.20952420672815408
2024-06-27,197.4199981689453,0,0.0,0.0,100000.0,100000.0,0.0,0.0,79470.25184127247,0.0053470646120410414,-0.20529748158727512
2024-06-28,197.8800048828125,0,0.0,0.0,100000.0,100000.0,0.0,0.0,79655.42482141007,0.002330091774560339,-0.2034457517858993
2024-07-01,209.86000061035156,0,0.0,0.0,100000.0,100000.0,0.0,0.0,84477.90119844946,0.060541719385108106,-0.15522098801550543
2024-07-02,231.25999450683594,0,0.0,0.0,100000.0,100000.0,0.0,0.0,93092.34208655005,0.10197271435359356,-0.0690765791344996
2024-07-03,246.38999938964844,0,0.0,0.0,100000.0,100000.0,0.0,0.0,99182.83600585315,0.06542422054051045,-0.008171639941468634
2024-07-05,251.52000427246094,0,0.0,0.0,100000.0,100000.0,0.0,0.0,101247.88910971949,0.02082067005771515,0.012478891097194689
2024-07-08,252.94000244140625,0,0.0,0.0,100000.0,100000.0,0.0,0.0,101819.50096843128,0.005645666924397386,0.018195009684312646
2024-07-09,262.3299865722656,0,0.0,0.0,100000.0,100000.0,0.0,0.0,105599.38350609777,0.03712336538398886,0.05599383506097744
2024-07-10,263.260009765625,0,0.0,0.0,100000.0,100000.0,0.0,0.0,105973.75883828296,0.003545241645880992,0.059737588382829276
2024-07-11,241.02999877929688,0,0.0,0.0,100000.0,100000.0,0.0,0.0,97025.19948308563,-0.08444127539962909,-0.029748005169144
2024-07-12,248.22999572753906,0,0.0,0.0,100000.0,100000.0,0.0,0.0,99923.51564173306,0.029871787680814776,-0.0007648435826697053
2024-07-15,252.63999938964844,0,0.0,0.0,100000.0,100000.0,0.0,0.0,101698.73651550114,0.01776579679334911,0.01698736515501098
2024-07-16,256.55999755859375,0,0.0,0.0,100000.0,100000.0,0.0,0.0,103276.70857807212,0.015516142251486675,0.03276708578072074
2024-07-17,248.5,0,0.0,0.0,100000.0,100000.0,0.0,0.0,100032.20426360374,-0.031415644041518864,0.0003220426360368567
2024-07-18,249.22999572753906,0,0.0,0.0,100000.0,100000.0,0.0,0.0,100326.05972327675,0.002937608561525362,0.0032605972327670596
2024-07-19,239.1999969482422,0,0.0,0.0,100000.0,100000.0,0.0,0.0,96288.54307678048,-0.040243947162209914,-0.03711456923219558
2024-07-22,251.50999450683594,0,0.0,0.0,100000.0,100000.0,0.0,0.0,101243.85973780951,0.05146320115237035,0.012438597378094718
2024-07-23,246.3800048828125,0,0.0,0.0,100000.0,100000.0,0.0,0.0,99178.8127762784,-0.020396762498772314,-0.008211872237216422
2024-07-24,215.99000549316406,0,0.0,0.0,100000.0,100000.0,0.0,0.0,86945.49838385946,-0.12334604589403697,-0.13054501616140568
2024-07-25,220.25,0,0.0,0.0,100000.0,100000.0,0.0,0.0,88660.33395999485,0.019723109396239114,-0.11339666040005181
2024-07-26,219.8000030517578,0,0.0,0.0,100000.0,100000.0,0.0,0.0,88479.19035176723,-0.0020431189477512213,-0.11520809648232799
2024-07-29,232.10000610351562,0,0.0,0.0,100000.0,100000.0,0.0,0.0,93430.48378322151,0.055959976710562076,-0.06569516216778515
2024-07-30,222.6199951171875,0,0.0,0.0,100000.0,100000.0,0.0,0.0,89614.3614677061,-0.04084450985365362,-0.10385638532293928
2024-07-31,232.07000732421875,0,0.0,0.0,100000.0,100000.0,0.0,0.0,93418.40795216202,0.0424490720254338,-0.06581592047838014
2024-08-01,216.86000061035156,0,0.0,0.0,100000.0,100000.0,0.0,0.0,87295.70976925519,-0.06554059651757449,-0.1270429023074483
2024-08-02,207.6699981689453,0,0.0,0.0,100000.0,100000.0,0.0,0.0,83596.32867709517,-0.042377581921705376,-0.16403671322904856
2024-08-05,198.8800048828125,0,0.0,0.0,100000.0,100000.0,0.0,0.0,80057.96890295374,-0.04232673647438434,-0.19942031097046276
2024-08-06,200.63999938964844,0,0.0,0.0,100000.0,100000.0,0.0,0.0,80766.44427522994,0.008849529684359148,-0.1923355572477008
2024-08-07,191.75999450683594,0,0.0,0.0,100000.0,100000.0,0.0,0.0,77191.8508655748,-0.04425839767656359,-0.22808149134425215
2024-08-08,198.83999633789062,0,0.0,0.0,100000.0,100000.0,0.0,0.0,80041.86369998427,0.036921162045623346,-0.19958136300015739
2024-08-09,200.0,0,0.0,0.0,100000.0,100000.0,0.0,0.0,80508.81630873539,0.005833854775063374,-0.19491183691264613
2024-08-12,197.49000549316406,0,0.0,0.0,100000.0,100000.0,0.0,0.0,79498.43287530144,-0.012549972534179665,-0.2050156712469856
2024-08-13,207.8300018310547,0,0.0,0.0,100000.0,100000.0,0.0,0.0,83660.7372043026,0.052357061371637315,-0.16339262795697418
2024-08-14,201.3800048828125,0,0.0,0.0,100000.0,100000.0,0.0,0.0,81064.32910681293,-0.0310349655555765,-0.18935670893187084
2024-08-15,214.13999938964844,0,0.0,0.0,100000.0,100000.0,0.0,0.0,86200.78937606957,0.06336276788880446,-0.13799210623930447
2024-08-16,216.1199951171875,0,0.0,0.0,100000.0,100000.0,0.0,0.0,86997.82493767218,0.009246267550119036,-0.13002175062327848
2024-08-19,222.72000122070312,0,0.0,0.0,100000.0,100000.0,0.0,0.0,89654.61833279455,0.030538618603692447,-0.10345381667205478
2024-08-20,221.10000610351562,0,0.0,0.0,100000.0,100000.0,0.0,0.0,89002.49888624107,-0.007273684933137958,-0.10997501113758956
2024-08-21,223.27000427246094,0,0.0,0.0,100000.0,100000.0,0.0,0.0,89876.01880611062,0.009814554993405666,-0.1012398119388942
2024-08-22,210.66000366210938,0,0.0,0.0,100000.0,100000.0,0.0,0.0,84799.93769215143,-0.056478704568676985,-0.15200062307848594
2024-08-23,220.32000732421875,0,0.0,0.0,100000.0,100000.0,0.0,0.0,88688.51499402382,0.0458558981020607,-0.11311485005976207
2024-08-26,213.2100067138672,0,0.0,0.0,100000.0,100000.0,0.0,0.0,85826.42632855487,-0.03227124352755051,-0.1417357367144516
2024-08-27,209.2100067138672,0,0.0,0.0,100000.0,100000.0,0.0,0.0,84216.25000238015,-0.018760845523390968,-0.15783749997619878
2024-08-28,205.75,0,0.0,0.0,100000.0,100000.0,0.0,0.0,82823.44477761153,-0.016538437946705842,-0.17176555222388512
2024-08-29,206.27999877929688,0,0.0,0.0,100000.0,100000.0,0.0,0.0,83036.79264944285,0.002575935743848623,-0.16963207350557186
2024-08-30,214.11000061035156,0,0.0,0.0,100000.0,100000.0,0.0,0.0,86188.71354501008,0.03795812428442069,-0.13811286454989968
2024-09-03,210.60000610351562,0,0.0,0.0,100000.0,100000.0,0.0,0.0,84775.78603003245,-0.016393416920415627,-0.15224213969967593
2024-09-04,219.41000366210938,0,0.0,0.0,100000.0,100000.0,0.0,0.0,88322.19840565861,0.041832845694521836,-0.11677801594341453
2024-09-05,230.1699981689453,0,0.0,0.0,100000.0,100000.0,0.0,0.0,92653.5705118279,0.04904058305110981,-0.07346429488172157
2024-09-06,210.72999572753906,0,0.0,0.0,100000.0,100000.0,0.0,0.0,84828.11258384518,-0.0844593239607937,-0.15171887416154872
2024-09-09,216.27000427246094,0,0.0,0.0,100000.0,100000.0,0.0,0.0,87058.21023530488,0.026289605928169646,-0.12941789764695177
2024-09-10,226.1699981689453,0,0.0,0.0,100000.0,100000.0,0.0,0.0,91043.39418565319,0.04577608406578726,-0.08956605814346885
2024-09-11,228.1300048828125,0,0.0,0.0,100000.0,100000.0,0.0,0.0,91832.3832881063,0.008666077418469476,-0.08167616711893777
2024-09-12,229.80999755859375,0,0.0,0.0,100000.0,100000.0,0.0,0.0,92508.65439677877,0.007364189890953776,-0.07491345603221311
2024-09-13,230.2899932861328,0,0.0,0.0,100000.0,100000.0,0.0,0.0,92701.87383606586,0.0020886633855721204,-0.07298126163934215
2024-09-16,226.77999877929688,0,0.0,0.0,100000.0,100000.0,0.0,0.0,91288.94632108824,-0.015241628421408637,-0.08711053678911829
2024-09-17,227.8699951171875,0,0.0,0.0,100000.0,100000.0,0.0,0.0,91727.71789581039,0.004806404196833203,-0.08272282104189665
2024-09-18,227.1999969482422,0,0.0,0.0,100000.0,100000.0,0.0,0.0,91458.01409825636,-0.0029402649901349998,-0.08541985901743698
2024-09-19,243.9199981689453,0,0.0,0.0,100000.0,100000.0,0.0,0.0,98188.55163305346,0.07359155565707187,-0.018114483669466108
2024-09-20,238.25,0,0.0,0.0,100000.0,100000.0,0.0,0.0,95906.12742778103,-0.02324531900421767,-0.04093872572219037
2024-09-23,250.0,0,0.0,0.0,100000.0,100000.0,0.0,0.0,100636.02038591924,0.04931794333683115,0.006360203859191671
2024-09-24,254.27000427246094,0,0.0,0.0,100000.0,100000.0,0.0,0.0,102354.8853339646,0.017080017089843746,0.023548853339645293
2024-09-25,257.0199890136719,0,0.0,0.0,100000.0,100000.0,0.0,0.0,103461.87541587449,0.010815214909361437,0.034618754158743936
2024-09-26,254.22000122070312,0,0.0,0.0,100000.0,100000.0,0.0,0.0,102334.75690142038,-0.01089404681602335,0.023347569014202874
2024-09-27,260.4599914550781,0,0.0,0.0,100000.0,100000.0,0.0,0.0,104846.62803915836,0.02454563057356629,0.04846628039158274
2024-09-30,261.6300048828125,0,0.0,0.0,100000.0,100000.0,0.0,0.0,105317.61001981948,0.004492104223754456,0.053176100198193854
2024-10-01,258.0199890136719,0,0.0,0.0,100000.0,100000.0,0.0,0.0,103864.41949741816,-0.013798172234708361,0.0386441949741807
2024-10-02,249.02000427246094,0,0.0,0.0,100000.0,100000.0,0.0,0.0,100241.5289058603,-0.03488095932262847,0.0024152890586022213
2024-10-03,240.66000366210938,0,0.0,0.0,100000.0,100000.0,0.0,0.0,96876.26013846174,-0.03357160254966751,-0.031237398615383216
2024-10-04,250.0800018310547,0,0.0,0.0,100000.0,100000.0,0.0,0.0,100668.22464952296,0.03914235030998814,0.00668224649522875
2024-10-07,240.8300018310547,0,0.0,0.0,100000.0,100000.0,0.0,0.0,96944.69189524394,-0.03698816351676526,-0.03055308104756138
2024-10-08,244.5,0,0.0,0.0,100000.0,100000.0,0.0,0.0,98422.02793742901,0.015238957526229946,-0.015779720625710647
2024-10-09,241.0500030517578,0,0.0,0.0,100000.0,100000.0,0.0,0.0,97033.25208457037,-0.014110416966225725,-0.029667479154297016
2024-10-10,238.77000427246094,0,0.0,0.0,100000.0,100000.0,0.0,0.0,96115.45207003762,-0.0094586133600143,-0.038845479299624563
2024-10-11,217.8000030517578,0,0.0,0.0,100000.0,100000.0,0.0,0.0,87674.10218867988,-0.08782510719719316,-0.12325897811320186
